CO.GT, NO.GT, T, RH, AH
3.6,450,26,48.2,1.598
2.3,274,28.5,42.4,1.6286
3.1,306,28.1,45.3,1.6957
3.3,308,29,43.9,1.7309
1.9,186,28.9,44.3,1.7392
2.6,238,29.6,42.3,1.7248
2.7,249,29.4,42.9,1.7308
3.7,378,28.7,45.1,1.7468
3.8,386,27,51.2,1.7928
4.8,461,26.5,52.7,1.7966
3.5,394,26.2,51.7,1.7334
2.2,266,24.8,56.4,1.7447
1.5,158,24.9,56,1.7367
3.4,319,24.5,57.5,1.7433
3.7,409,24.7,56.9,1.7438
2,223,23.9,59.2,1.7327
1.4,107,23.8,60.2,1.7515
1.1,0,23.5,61.3,1.7538
0,50,22.8,64,1.7507
0.7,56,22.2,65.6,1.7355
1.2,163,21.3,69.1,1.7275
1.3,187,21.3,68.2,1.7127
1.1,150,22.2,65.2,1.7256
1,103,24.1,59,1.7449
1.2,143,24.3,61.6,1.8468
1.9,220,24.8,59.6,1.8351
2.3,301,24.5,58.8,1.7838
1.6,214,21,76.8,1.8881
1.3,162,19.8,78,1.7879
1.8,232,19.4,80.5,1.7917
1.7,254,19.6,79.1,1.7877
1.8,224,20.8,73.1,1.7695
2,247,21.1,68.6,1.7014
2.2,334,21.1,68.3,1.6914
1.6,239,21.2,67.7,1.6848
1.3,168,20.8,68.6,1.6719
1.5,185,20.8,68.1,1.6585
1.5,178,20.7,68.4,1.6507
1.3,132,20.1,70.5,1.6384
1.4,135,20.2,67.9,1.5901
0.5,39,19.4,70.4,1.5663
0.4,0,18.8,73.8,1.5885
0.4,33,17.9,77.7,1.5795
0.6,90,18.2,76.9,1.5945
1.1,164,18.6,74.9,1.5918
2.9,336,19.6,70.3,1.5821
3.5,366,20.2,66.6,1.5567
4.6,565,19.7,68.9,1.5638
3.4,536,19.2,73.4,1.6192
2.3,416,20,69.6,1.607
2.7,379,21.1,64,1.5795
3.1,368,20.2,67.4,1.5832
3.2,444,20.2,68.9,1.6074
2.5,352,21.9,57.6,1.4942
3.4,375,23.2,52,1.4642
4.8,479,21.7,59.1,1.5115
4.5,448,20.8,61.4,1.4898
4,388,19.9,64.2,1.4711
3.2,376,19.7,65.1,1.4769
1.9,224,20,63.3,1.4672
1.9,206,19,66.1,1.4415
1.3,143,18.8,60.9,1.3032
1.1,113,18.9,60.7,1.311
1,93,18.1,65.2,1.343
0.5,58,18.3,65.1,1.3529
0.6,0,18.3,66.9,1.3952
0.5,56,17.8,67.5,1.3674
0.8,105,16.9,66.7,1.2772
1.2,243,17.8,60.6,1.2276
2.7,492,17.6,60.8,1.2151
3,435,17.9,57.8,1.1751
0,0,18.1,56.4,1.1645
0,0,18.2,55.9,1.1547
0,0,19.7,49.1,1.1148
0,0,20.8,45.8,1.1126
0,0,20.5,46,1.1
0,0,18.9,50.6,1.0927
0,0,18.4,51.6,1.0832
0,0,17.9,52.6,1.0711
0,0,17.1,54.2,1.0503
0,0,16.5,56.2,1.0455
0,0,16.7,54.1,1.0212
0,0,15.4,57.7,1.0008
0,0,15.5,57.1,0.9971
0,0,15.6,55.9,0.985
0,0,14.8,58.4,0.9777
0,0,14.8,57.9,0.9662
0,0,14.6,57.6,0.9517
0,0,14.6,57.1,0.9428
0,0,14.4,57.6,0.9416
0,0,14.5,57.4,0.9413
0,0,14.3,58.4,0.9501
0,0,14.7,57.4,0.9564
0,0,14.3,58.1,0.9404
0,0,14,58.3,0.9294
1.5,286,15.4,53.2,0.9246
1.2,281,16.5,49.9,0.9289
0,0,17.4,47.6,0.9387
0,0,18,46.1,0.9401
0,0,17.9,46.5,0.9474
0,0,17.4,48.3,0.955
0,0,16,52.6,0.9489
0,0,15.3,58.7,1.0154
0,0,15.2,55.9,0.9572
0,0,14.8,56.3,0.9459
0,0,14.7,57.8,0.9626
0,0,14.8,57.3,0.9603
0,0,14.9,57.1,0.9581
0,0,15.2,55.5,0.9521
0,0,15.3,55.4,0.9564
0,0,15.1,56.9,0.9673
0,0,15,56.4,0.9554
0,0,14.9,56.4,0.9474
0,0,15.2,54.7,0.9394
0,0,15.1,55.4,0.9439
0,0,14.9,56.8,0.9541
0,0,15.2,55.9,0.9589
0,0,15.3,56.3,0.9684
0,0,15.6,55.4,0.9725
0,0,16.3,53.3,0.9809
0,0,20.4,42.2,0.9964
0,0,21.9,39.4,1.0234
0,0,21.5,41.2,1.0399
0,0,22.2,41.4,1.097
0,0,21,46.8,1.1508
0,0,21.9,44.9,1.1635
0,0,21.5,46.7,1.1837
0,0,19.7,56.6,1.2811
0,0,18.8,60.8,1.3036
0,0,19.3,59.6,1.3195
0,0,17.6,69.2,1.3803
0,0,16.4,77.1,1.4243
0,0,16.6,77.3,1.4491
0,0,15.9,78.1,1.4039
0,0,15.1,82.3,1.4009
0,0,14.8,83.8,1.4005
0,0,14.4,84.6,1.3794
0,0,15.8,77.6,1.3792
0,0,15.2,79.4,1.3605
0,0,14.8,81.9,1.3735
0,0,14.6,82.9,1.3706
0,0,14.8,80.4,1.3428
0,0,15.6,77.1,1.3527
0,0,17.3,70.9,1.3876
0,0,22.2,51.3,1.3543
0,0,24.4,43.9,1.3184
0,0,22.7,47.6,1.2989
0,0,20.5,61.5,1.4673
0,0,23.3,40.4,1.1421
0,0,23.2,39.9,1.1172
0,0,21.5,44.5,1.129
0,0,20.9,48.5,1.1878
0,0,19.8,53.1,1.216
0,0,20.1,53.6,1.2477
0,0,19.6,56,1.2623
0,0,18.6,60.4,1.2817
0,0,14.5,78.3,1.288
0,0,16.3,70.5,1.2921
0,0,14.1,83.8,1.346
0,0,14.5,81.3,1.3399
0,0,14.7,80.7,1.3414
0,0,14.5,82.1,1.3493
0,0,15,78.4,1.3333
0,0,14.5,80.5,1.3221
0,0,14.6,79,1.3082
0,0,15,74.8,1.2672
0,0,15.9,70.4,1.2658
0,0,17.4,62.3,1.2282
0,0,21.3,42.9,1.0727
0,0,22,38.9,1.0154
0,0,20.3,41.3,0.9745
0,0,20.2,45.6,1.0663
0,0,20.8,37.4,0.9107
0,0,21.6,35.9,0.9164
0,0,22,35.7,0.9329
0,0,19.9,42,0.9665
0,0,19.2,46.3,1.0158
0,0,17.9,56.9,1.1545
0,0,14.7,75.5,1.2554
0,0,15.1,78.9,1.3409
0,0,17.2,66.7,1.2987
0,0,15.4,73.2,1.2755
0,0,16.5,68.5,1.2753
0,0,16.4,70.3,1.3031
0,0,15.4,78.1,1.3557
0,0,15.8,75.5,1.3436
0,0,16,69.5,1.2549
0,0,15,71,1.2032
0,0,13.9,75.2,1.1884
0,0,15.9,62.1,1.1103
0,0,15.9,61,1.0911
0,0,17.1,58.7,1.1332
0,0,19.2,51.9,1.1404
0,0,21.5,42.6,1.0798
0,0,21.6,39.9,1.0156
0,0,21.6,40.4,1.0309
0,0,22,37.3,0.9768
0,0,22.1,35.2,0.9253
0,0,22.4,36,0.9621
0,0,20.9,40.3,0.9866
0,0,19.8,41.5,0.9489
0,0,18.2,46,0.9538
0,0,17.3,50.3,0.9837
0,0,15.8,57.6,1.0271
0,0,15.5,59.7,1.0413
0,0,15.5,60.6,1.0574
0,0,15.8,59.9,1.0676
0,0,14.8,64.3,1.073
0,0,14.8,64.7,1.0788
0,0,13.8,67.6,1.0581
0,0,14.5,65,1.0672
0,0,14,67.4,1.0703
0,0,12.6,73.6,1.0699
0,0,13.3,70.4,1.0711
0,0,14.4,65.8,1.0773
0,0,16.8,57.8,1.0947
0,0,19.7,49.3,1.1199
0,0,21.1,47.2,1.1659
0,0,22.2,43.2,1.1427
0,0,21.4,47.2,1.1927
0,0,19.9,55.4,1.2702
0,0,20.3,54,1.2744
0,0,20,56.5,1.3051
0,0,19.7,57.8,1.3138
0,0,19.3,59,1.3077
0,0,18.5,60.3,1.2706
0,0,17.8,66.3,1.341
0,0,17.6,65.9,1.3175
0,0,17.5,63.5,1.2622
0,0,16.5,67.2,1.2491
0,0,16.2,69.1,1.259
0,0,14.9,74.7,1.2564
0,0,14.1,76.7,1.2273
0,0,14,76.6,1.2202
0,0,14.9,73.8,1.24
0,0,15.2,73.1,1.257
0,0,15.2,73.4,1.2626
0,0,15.2,74.7,1.2824
0,0,15.8,71.7,1.278
0,0,16.6,68.4,1.2829
0,0,17.6,64.9,1.2925
0,0,18.3,63.8,1.331
0,0,19.4,61.1,1.3652
0,0,20.9,58.1,1.4193
0,0,22,54,1.4114
0,0,22.8,53,1.4482
0,0,21.7,57.6,1.4756
0,0,21.3,60.8,1.5205
0,0,21.2,61.7,1.5309
0,0,21.2,62.2,1.5473
0,0,20.8,65.1,1.5782
0,0,19.9,69,1.5877
0,0,18.8,73.7,1.5785
0,0,19.2,71.3,1.5723
0,0,19,71.6,1.5549
0,0,19.5,69.7,1.5596
0,0,19.4,70.1,1.5626
0,0,18.4,74.5,1.5634
0,0,18.7,73.4,1.5701
0,0,18.4,74.6,1.5631
0,0,18.5,74.4,1.5661
0,0,18.8,73,1.5737
0,0,19.9,69.9,1.6036
0,0,21.3,66.1,1.6556
0,0,23,61.8,1.7135
0,0,22.4,64.6,1.7271
0,0,23.8,59.9,1.7376
0,0,24.7,56.9,1.7472
0,0,25.4,55.1,1.761
0,0,25.7,54.5,1.7684
4.7,652,24.8,57.7,1.7765
8,895,24.6,58.9,1.8005
7.7,826,23.9,61.8,1.8088
6.8,648,23,65.9,1.8319
6,629,22.4,67.7,1.8161
4.7,529,22,69.2,1.8061
3.4,405,21.8,69.6,1.79
3.9,461,21.9,68.3,1.7699
4.4,486,21.7,69.7,1.7872
3.3,335,21.3,70.3,1.7574
2,210,20.8,71.7,1.7415
1.5,0,21.4,69,1.7421
0,99,21.4,69.3,1.7515
0.8,149,21.3,69.5,1.7447
1.3,203,21.5,67.5,1.708
2.7,332,21.9,64.8,1.683
3.6,446,22.6,61.4,1.6645
3.6,524,22.6,61.5,1.6636
2.6,347,25.5,52.3,1.6796
2,273,27,47.6,1.67
3.3,404,25.2,53.3,1.6834
2.6,0,26.6,49.3,1.6872
2.1,312,27.2,48.5,1.7172
2.9,369,26.9,50,1.7507
3,362,26.5,52.2,1.7769
3.2,335,27,51,1.7936
4.4,447,25.9,55.8,1.8347
6,576,25.1,59.4,1.8632
5,486,24.7,58.7,1.8001
4.3,439,23.6,62.2,1.7863
4.3,462,22.4,67.1,1.794
4.2,441,21.6,69.2,1.763
2.2,223,21.3,68.5,1.7164
1.3,126,21.2,68.6,1.7046
1,116,20.3,70.6,1.6659
0.7,0,20.8,67.3,1.6353
0,125,19.6,71.3,1.612
0.9,198,18.7,74.4,1.5861
1,185,19.8,69.2,1.5808
2.8,425,19.8,69.4,1.5859
4.1,465,20.4,66.7,1.5781
2.9,341,22.3,60.6,1.6069
2.7,316,22.6,59.9,1.6246
2.1,241,24.5,54.5,1.6514
2.4,266,24.4,55.4,1.6712
3.8,412,26,51.9,1.7148
3.7,394,26.8,49.1,1.7101
3.7,365,26.4,49.8,1.6928
5.5,548,26.9,48.6,1.7017
5.4,494,26.2,48.9,1.634
8.4,686,24.3,54.3,1.6276
6.8,556,23.3,58.1,1.6457
4.5,467,22.3,62.5,1.6616
2.5,297,21.3,66.1,1.6556
1.6,164,21.2,65.7,1.6319
1.7,196,20.3,68.1,1.6009
1.7,201,20.4,66.7,1.583
1.1,132,19.9,67.5,1.5544
1,146,19.1,70,1.5331
0.8,0,19.3,68.1,1.5139
0,94,19.6,66.9,1.5125
0.7,127,18.1,72.1,1.4834
1.2,217,18.1,72.3,1.4927
2.3,394,17.6,74.8,1.491
3,511,18.2,72.8,1.5048
3.3,523,20.2,65.8,1.5374
2.8,471,21.6,61.4,1.5696
3,441,23.3,57.5,1.6169
3.4,414,25,52.4,1.6356
3,317,25.4,50.8,1.6275
2.3,230,26.1,47.1,1.5724
3.1,365,27,44.2,1.549
3,360,27.2,43,1.5246
3.3,420,25.6,48.3,1.5641
4,475,23.3,57.9,1.6376
4.6,526,22.2,63.6,1.6763
4.1,460,21.6,67.7,1.7228
2.3,255,21,69.3,1.7058
2.6,283,20.3,70.5,1.6599
2.6,271,20,69.5,1.6109
2.9,315,19.7,70.1,1.5891
2.1,227,19.5,70.7,1.5851
2.1,243,19.4,71.4,1.5959
1.5,0,19.3,71.1,1.5746
0,142,18.7,73.8,1.5704
1.4,139,18,75.4,1.5441
1.2,182,17.3,78.4,1.532
1.5,196,17.5,76.6,1.5174
0.9,108,20,66.7,1.5401
1.4,175,19.1,70,1.5366
2.1,266,21.4,61.7,1.5547
1.6,179,24.6,50.4,1.5363
1.5,154,25,49.1,1.5295
1.1,95,25.3,46.7,1.4874
1.4,151,24.8,47.9,1.4819
2,230,25.3,48,1.5249
2,239,26.5,44.9,1.5278
2.5,306,25,50.1,1.563
4.3,472,22.9,57.6,1.5885
5.2,532,21.7,62.9,1.6117
3.4,375,21.8,63,1.619
1.3,147,21.2,63.4,1.5748
1.2,118,20.2,65.8,1.535
1.7,181,18.4,71.5,1.5038
1.7,209,17.9,72.4,1.4758
1.4,167,16.9,75.4,1.4393
0.9,112,16.5,75.5,1.4056
0.7,0,15.4,79,1.3735
0,108,15.5,78.6,1.37
0.9,181,16.2,76.9,1.4029
1.2,253,15.8,79.6,1.417
3.2,521,16,76.3,1.3772
4.4,649,16.3,74.3,1.3644
3.5,516,18.7,66.3,1.414
3.2,487,20.5,60.2,1.4346
3,529,19.3,66.2,1.4706
3.5,565,20,63.9,1.4805
4,558,21.4,59.4,1.4928
3.8,568,21.5,60.9,1.5398
4.2,605,21.6,60.9,1.5551
5,666,21.6,62,1.5784
7.9,814,21.7,61.9,1.592
8.4,860,21,64.9,1.5987
8,820,20,68.6,1.5882
6.4,742,19.3,71.4,1.5805
3.5,492,18.5,73.4,1.5461
3.5,464,17.7,75.6,1.5226
1.9,258,18.5,70.4,1.487
2.2,311,17,76.1,1.4582
1.6,231,16.8,74.9,1.4258
1,127,15.5,78.5,1.3782
1,0,15.3,79,1.3605
0,124,15,77.9,1.3197
0.9,138,14.8,79.4,1.3312
1.4,228,15.7,77,1.3591
3,383,16.2,75.9,1.3872
4.5,581,16.3,75.9,1.3991
3.8,545,17.7,70.6,1.4202
3.4,593,18.3,67.6,1.4103
3.5,602,20.1,62,1.4409
4.4,624,22.6,54.5,1.4737
4,546,24.6,47.1,1.4378
4.5,597,24.9,48.3,1.4942
5.3,688,24.9,50,1.5522
5.8,760,24,55,1.6211
8.4,918,23.2,58.7,1.651
9.5,952,22.5,61.5,1.6579
6.2,685,22.2,61,1.6071
5,561,22.6,58.3,1.5829
2.1,239,21,57.4,1.4098
1.4,175,19.8,63.7,1.4524
1.6,169,17.7,78.8,1.5855
2,215,17.6,80.5,1.6062
1.2,115,17.4,81.3,1.6066
0.8,94,17.4,81,1.6012
0.6,0,17.2,81.8,1.5856
0,80,17,81,1.5521
0.7,132,16.8,81.3,1.5447
1.7,295,17.6,78.8,1.5723
3.4,517,18,75.7,1.5527
4.9,555,18,74.8,1.5281
2.7,429,18.2,74,1.5343
3.2,561,19.7,65.4,1.4854
2.7,427,21,57.9,1.4267
3.2,445,20.7,58.6,1.4142
4.1,538,19.5,67.1,1.506
3.6,556,18.5,76.2,1.6045
2.8,370,19.6,69.7,1.5675
2.1,257,19.9,65.3,1.5066
2.4,266,20,63.3,1.4622
3.6,403,19.2,66.4,1.4592
2.6,275,19.3,67.5,1.4977
2.8,338,18.2,71.4,1.4776
1.4,176,17.8,71.2,1.4396
1.1,159,17.6,69.9,1.3969
1.3,147,16,75.9,1.3721
0.9,99,16.9,72,1.3749
1,98,15.7,76.3,1.3519
0.9,109,14.8,78.7,1.3169
0.7,0,14.8,79.7,1.3286
0,112,14.6,79.9,1.3156
0.8,163,15.2,78,1.3382
1.6,326,15.5,77.2,1.3502
3.4,640,15.7,76.4,1.3558
4.4,736,16,76.4,1.3751
3.5,667,16.7,73.8,1.3886
3.4,677,18.6,66.3,1.4047
2.4,425,20.4,58.1,1.3762
2.3,349,20.6,57.3,1.3792
2.6,332,21.6,53.6,1.3669
2.9,412,21.4,55.6,1.4015
4.4,631,20.7,63,1.5204
5,677,21.3,61.9,1.5463
6.5,761,20.8,64,1.5522
5.9,650,20.3,66.7,1.5656
2.7,262,19.7,64.5,1.4594
2.5,292,19.4,64,1.4282
1.5,177,20.1,60.8,1.4152
1,103,20.4,60.4,1.4263
1.2,127,20.1,62.6,1.4543
1,119,19.9,64.9,1.4905
0.8,83,18.2,74.7,1.5441
0.6,65,18.4,73.8,1.5463
0.6,0,18.7,73.5,1.5664
0,84,18.2,76.6,1.5907
1.1,200,18.5,76.4,1.6112
1.3,242,19.3,71.6,1.5844
2.9,366,20.2,66.9,1.5643
3.7,404,20.8,64.7,1.5692
3,429,21.9,61.8,1.6021
1.4,169,23.5,57.7,1.6515
2.6,419,19.8,81,1.8538
4.2,603,20.2,86.5,2.0224
5.1,589,20.2,82.2,1.9184
5.5,706,19.7,82.2,1.8669
4.5,592,20.2,79.1,1.85
2.7,305,20.1,75.4,1.751
3.1,371,20.2,72.3,1.6893
4.2,465,20,73.3,1.693
3.1,390,18.3,74.9,1.5583
1.7,227,18.9,70.4,1.5259
1.8,284,17.3,76.3,1.4919
1.7,211,17.1,77.9,1.5081
2.1,297,17.3,79.3,1.5569
2.4,351,17.3,79.9,1.5643
1.8,259,16.9,80.6,1.5372
1.5,214,16.9,81.4,1.551
1.4,0,16.8,81.5,1.5418
0,173,16.9,79.8,1.5238
1,192,16.7,79.7,1.503
1.4,237,16.8,79,1.4978
2.4,413,16.8,79.8,1.5115
3.1,455,16.9,79.9,1.5253
3,493,17.4,79.3,1.5593
2.7,482,18,76.6,1.5706
4,599,21.2,64.4,1.6015
3.7,481,22.4,60.8,1.6261
3.4,406,22.6,61.1,1.6596
3.4,419,23.6,57.3,1.645
3.2,387,23.5,58.3,1.664
3.9,461,22.9,61.6,1.7014
3.7,493,22.3,64.3,1.7055
4.3,532,21.6,68,1.7305
4.9,581,21.2,67.4,1.6755
4,494,20.8,65.8,1.6001
2.8,392,20.4,64.8,1.5379
2.4,311,20.1,66.7,1.5548
1.9,236,19.5,70,1.5711
2,270,19.3,70.4,1.5578
1.5,199,19.7,68.6,1.5563
1.3,146,19.7,68.2,1.5484
1,0,19.9,68.4,1.5673
0,74,18.4,74.2,1.5581
0.5,55,18.9,71.3,1.5449
0.4,43,18.1,79,1.6224
0.4,46,20.4,71.2,1.6834
0.9,139,20.6,70.7,1.6996
1.3,169,19.3,74.1,1.6391
2.1,254,22.2,64.4,1.7005
2.4,303,23,64.6,1.7851
2,259,24.3,57.4,1.7233
1.8,226,22,67,1.7441
1.5,161,22.9,65.7,1.8148
1.6,182,23.2,63.9,1.7957
2.2,289,23,62.3,1.7248
2.3,340,22.4,63.2,1.6878
6.6,544,21.7,66.6,1.7077
4.7,543,21.2,70.3,1.7476
4.1,501,20.8,70.9,1.7203
4.1,521,20,73.2,1.6965
2.7,352,19.7,73.7,1.6708
2.6,321,19.9,72.6,1.6681
3.2,318,20.1,71.3,1.6564
3.7,338,20.1,71.1,1.6498
3.5,353,19.6,73.2,1.6543
3,0,19.1,75.8,1.6568
0,291,18.4,77.9,1.6389
2.7,279,18.4,78.1,1.637
1.8,200,19.2,74.7,1.6398
1.3,180,19.4,75.1,1.6766
1.5,213,19.1,75.6,1.6519
1.9,266,20.3,71.1,1.6803
2.2,247,23.1,61.3,1.7131
2.6,326,25.1,56,1.7565
2.7,319,25.8,56.1,1.841
2.5,320,23.7,68.2,1.9739
1.5,174,23.1,70.8,1.98
2,216,23.9,66.3,1.9361
3.1,376,23.8,65,1.8897
3.7,496,23.2,65.6,1.8435
4,523,21.8,72.7,1.8789
4.1,465,21.7,67.3,1.7256
3.1,407,21.3,66.3,1.6594
3.2,412,20.4,71.6,1.7004
3.2,403,19.6,75.3,1.6981
2.7,357,19.3,75.8,1.6762
2.3,259,18.4,76.3,1.6017
1.6,227,18.2,76.4,1.5787
1.1,147,17.9,74.8,1.5219
0.7,0,17.5,74.5,1.4781
0,72,17.2,74,1.4388
0.6,96,17.6,73.2,1.4555
0.5,73,17.9,69.3,1.4099
1.5,309,16.1,76.3,1.3902
3.4,607,17.1,72.8,1.4054
4.4,562,20.8,57.9,1.407
4.4,560,20.6,60.2,1.4428
5.8,844,22.1,56.6,1.4851
4.9,667,24,50,1.4679
5.1,583,25.7,45.6,1.487
7.5,726,25.5,49.7,1.5985
5.8,674,25.2,50.6,1.5989
5.9,544,25.4,50.7,1.6187
6.8,715,24.4,56,1.6885
7.9,789,23,62.1,1.7283
8,737,21.8,65.3,1.6889
9.2,859,20.9,67.5,1.6539
5.9,668,20.2,68.6,1.6034
3.7,454,19.3,70.8,1.5728
2.6,337,19.2,68.8,1.5097
1.1,127,20.4,61.1,1.4495
2.6,281,18,71.5,1.4615
2.2,252,17.5,73.2,1.4515
0.9,0,17.2,71.7,1.394
0,65,16.4,74.4,1.3779
0.5,69,16.8,71.9,1.3628
0.7,151,16.9,70.5,1.3504
1.3,231,17,70.1,1.3512
2.2,297,18.8,62.5,1.3401
3.7,515,20.3,58.4,1.3745
3.7,499,23.7,49.1,1.423
3.4,445,26.6,42.8,1.4713
3.4,464,26.2,43.5,1.4591
2.6,298,26.3,43.6,1.4663
2.5,266,26.6,42.5,1.4568
2.5,323,26.3,43.7,1.4718
2.7,352,25.6,46.2,1.4903
3.2,372,25.1,47.6,1.4983
3.7,383,23.8,51.4,1.4956
4.6,455,23.3,53.1,1.496
3.3,355,22.4,55.2,1.4735
2.4,267,21.7,57.7,1.4766
2.8,308,20.5,63,1.5043
2.7,313,19.5,67.6,1.5156
1.8,216,18.7,69,1.4727
1.1,137,19.3,65.5,1.45
1.2,140,17.6,70.8,1.4105
0.8,0,16.8,72.9,1.3851
0.6,94,17.8,68.1,1.3722
0.5,79,16.1,73.5,1.3329
0.7,156,15.8,73.5,1.3151
0.8,153,17,68,1.3102
3.5,464,16,72.2,1.3077
3.6,435,17.8,65.4,1.3213
0,683,20.6,56,1.3467
0,523,23.6,48,1.3757
0,460,23.7,49.8,1.4433
0,417,24.7,47.4,1.4527
0,486,25.9,42.8,1.4122
0,512,26.8,43.3,1.4977
0,595,26.6,45.5,1.5555
0,1052,24.8,53.9,1.6683
8.7,1014,23.1,61.1,1.7082
5.8,633,22.2,63.7,1.6865
4.3,485,21.1,66.1,1.6313
3.6,480,20,69,1.5956
3.9,572,19.1,72,1.5732
2.4,345,18.8,70.6,1.5209
1.6,195,18.5,69.5,1.4657
1.8,213,18.4,68.5,1.439
1.5,216,16.8,73.3,1.3915
0.7,0,17.9,66.8,1.3596
0.5,73,16.5,71,1.3239
0.4,67,16.9,67.9,1.295
0.5,96,16.1,69.3,1.2591
0.8,162,16.1,69.6,1.2593
2,305,16.2,70.1,1.2837
6.2,725,16.5,69.3,1.2897
4.5,658,19.6,58.3,1.3141
4.6,710,20.7,55.5,1.3414
3.3,445,20.8,56.3,1.3664
3.6,455,21.7,53.1,1.3649
4.4,524,23,49,1.362
4.3,527,24.2,44,1.3078
5,601,24.7,43.6,1.3396
8.1,1001,23,54.2,1.5066
8,852,21.4,60.9,1.5322
3.6,370,20.3,61.4,1.4417
2.9,348,20,63.2,1.4581
2.7,361,19.1,64.4,1.405
1.9,255,18.1,67.5,1.3855
1.3,162,17.8,66.9,1.3464
1.2,166,17.6,66.5,1.3249
1.8,247,16.1,71.2,1.2948
1.9,255,15.5,73.3,1.2845
1.5,0,15.4,72.8,1.2633
0.9,129,15.6,70.8,1.2461
0.5,83,17,64.5,1.2374
0.6,114,14.9,72.3,1.2186
1.1,233,14,76.6,1.2183
2.8,448,14.6,74.2,1.2256
2.9,455,15.9,69.8,1.253
1.7,254,18.4,61.3,1.2854
2.3,313,20,56.7,1.3078
3.3,490,20.4,57,1.3507
3.5,496,20.7,59.3,1.4283
3.8,514,21.7,54.8,1.4024
3.4,454,22,54.2,1.4096
3.8,507,21.4,57.1,1.4356
3.6,474,20.8,58.7,1.4259
3.5,404,20.1,59.6,1.3852
2.8,356,20,58.4,1.3473
2.5,345,19.5,58.9,1.3195
3.1,395,19.5,57.4,1.2874
1.8,249,19.1,59.2,1.295
1.6,197,18.8,59.1,1.2702
1.9,224,18,60.4,1.2331
2,231,17.5,60.7,1.2009
1.4,177,17.5,59.4,1.1768
1.2,0,17.1,59.2,1.1477
0,98,17,52.3,1.0009
0.7,64,16.1,49.8,0.9021
0.4,44,15.5,51.5,0.9026
0.4,53,15.1,52,0.8878
0.5,94,14.9,46.8,0.7885
0.7,100,15.5,42.4,0.74
0.7,98,16.6,38.2,0.7186
0.7,115,18,34.7,0.7089
1,115,18,35.1,0.7176
1,76,17.6,33.8,0.6726
0.9,55,17.5,33.7,0.6691
0.9,59,17.2,33.9,0.6591
0.9,95,16.8,32.1,0.6073
1.1,107,16,34.1,0.6155
3.2,189,14.8,37.5,0.6259
3.1,386,14.4,39.2,0.6407
3.1,412,14.1,43,0.6883
2.3,342,13.4,48.4,0.7397
1.8,255,12.7,51.2,0.7505
0.8,89,9.9,71.4,0.8736
0.9,106,10.2,71.6,0.8893
0.8,109,10.6,61.3,0.7856
0.7,67,11.1,55.6,0.7344
0.4,0,11.5,50.4,0.6815
0.2,13,11.3,49.5,0.6615
0.2,20,10.8,50.9,0.657
0.3,33,10.9,50.1,0.6519
0.7,146,10.8,49.7,0.6429
1.7,359,10.7,50.4,0.6467
1.8,322,10.9,50,0.6531
1.5,293,12.1,46.5,0.653
1.3,255,12.4,44.1,0.6324
1.2,233,13,40.1,0.5989
1.3,220,13.4,36.3,0.5556
1.8,246,13.1,38.5,0.5776
1.7,272,11.5,46.4,0.6302
2.2,358,13.1,40.4,0.606
3.2,514,13,39.3,0.5877
5.9,742,11.3,50.9,0.679
6.6,0,10.6,53.4,0.6818
0,0,9.5,57.9,0.6877
0,0,8.6,60.5,0.6788
0,0,8.5,59.7,0.6649
0,0,7.9,61.4,0.6582
0,0,7.1,63.6,0.6442
0,0,7.2,62.2,0.6362
0,0,5.6,67.9,0.6247
0,0,5.1,68.7,0.6077
0,0,4.4,71.4,0.6024
0,0,4.1,73.1,0.6074
0,0,3.2,76.8,0.5963
0,0,3.7,76.2,0.6137
0,0,4.9,70.7,0.6193
0,0,7.1,62,0.6265
0,0,8.1,59.1,0.6397
0,0,11.1,48.8,0.643
0,0,11.3,46.5,0.6194
0,0,12.5,42.3,0.6104
0,0,12.5,42.8,0.6177
2.1,0,12.6,42.4,0.6159
1.5,0,13.8,40.7,0.6405
1.6,0,11,58.8,0.7705
3.5,0,8.3,76.5,0.8426
4.6,0,8.6,75.5,0.8469
4.7,0,8.8,76.6,0.8678
3,0,8,81,0.8714
1.5,0,7.3,85.7,0.8818
0.9,0,6.5,85.6,0.8353
0.8,0,6.5,83.5,0.8116
0.7,0,6.9,82.3,0.8244
0.6,0,7.3,78.1,0.8041
0.3,0,7.9,68,0.7265
0.2,32,8,64.5,0.695
0.2,29,8.1,68.6,0.7409
0.3,48,6.3,84.8,0.8148
0.5,113,6.7,79.8,0.7872
1.4,267,7.1,77.9,0.7914
2,332,7.9,73.5,0.7883
1.6,354,6.9,86,0.8632
1.3,316,6.8,87.1,0.8652
1.4,395,8,81.6,0.8755
1.9,391,9.5,70,0.8296
2.7,457,10.5,62.2,0.7923
2.1,448,11.4,59.1,0.7963
2.4,543,11.1,58.6,0.7737
2.7,574,10.8,57.6,0.7473
2.5,435,10.6,56.9,0.7281
3.7,504,10.6,59.3,0.7588
4.6,586,10,71.5,0.8768
3.9,580,10.3,71.1,0.8878
2.2,346,10.5,70.3,0.893
2.7,531,10.2,71.3,0.8859
2.6,477,9.7,73.1,0.8787
2.1,344,9.3,73.5,0.8651
1.4,219,9.2,73.9,0.8616
1.2,0,8.1,78.1,0.8452
1.1,174,7.6,81.2,0.8483
